y,x,measured,cost,technique,date,mag_x,mag_y
0.5,0.5,false,NaN,initialization,2019-08-07T17:42:14.664,0.1,0.1
0.48303207592878394,0.5980673625395772,false,NaN,initialization,2019-08-07T17:42:15.502,0.1,0.1
0.42641534398166414,0.5926529015851132,false,NaN,initialization,2019-08-07T17:42:15.926,0.1,0.1
0.40802881033992877,0.5888804918607073,false,NaN,initialization,2019-08-07T17:42:15.926,0.1,0.1
0.3702535310576136,0.614247842184241,false,NaN,initialization,2019-08-07T17:42:15.926,0.1,0.1
0.4223093991287339,0.6353536923258911,false,NaN,initialization,2019-08-07T17:42:15.926,0.1,0.1
0.41682573347985896,0.5662447582842773,false,NaN,initialization,2019-08-07T17:42:15.926,0.1,0.1
0.44117058042062646,0.48832896050140034,false,NaN,initialization,2019-08-07T17:42:15.926,0.1,0.1
0.355913294599386,0.435615493495237,false,NaN,initialization,2019-08-07T17:42:15.926,0.1,0.1
0.2654928877091539,0.4238590863051128,false,NaN,initialization,2019-08-07T17:42:15.926,0.1,0.1
0.5,0.5,false,NaN,initialization,2019-08-07T17:42:17.727,0.2,0.2
0.4036597201137752,0.4370102477711917,false,NaN,initialization,2019-08-07T17:42:17.727,0.2,0.2
0.32267047525943776,0.45526400755258556,false,NaN,initialization,2019-08-07T17:42:17.727,0.2,0.2
0.13757523396330612,0.5705538740535048,false,NaN,initialization,2019-08-07T17:42:17.727,0.2,0.2
0.31658621141599513,0.7078071205958737,false,NaN,initialization,2019-08-07T17:42:17.727,0.2,0.2
0.3635656669742322,0.5975331034170639,false,NaN,initialization,2019-08-07T17:42:17.727,0.2,0.2
0.2656401002580261,0.6375107396374151,false,NaN,initialization,2019-08-07T17:42:17.727,0.2,0.2
0.35432634416295095,0.541412327640906,false,NaN,initialization,2019-08-07T17:42:17.727,0.2,0.2
0.40196388578380265,0.377004602459412,false,NaN,initialization,2019-08-07T17:42:17.727,0.2,0.2
0.25153585240522847,0.2758703754306347,false,NaN,initialization,2019-08-07T17:42:17.727,0.2,0.2
0.5,0.5,false,NaN,initialization,2019-08-07T17:42:17.766,0.3,0.3
0.6180739645304557,0.7745797913340491,false,NaN,initialization,2019-08-07T17:42:17.766,0.3,0.3
0.8066096461087944,0.9937493406521614,false,NaN,initialization,2019-08-07T17:42:17.766,0.3,0.3
0.6555861233776795,0.8067467639713825,false,NaN,initialization,2019-08-07T17:42:17.766,0.3,0.3
0.6880932676812728,0.8401467801646685,false,NaN,initialization,2019-08-07T17:42:17.766,0.3,0.3
0.7227556921140759,0.5776833559641611,false,NaN,initialization,2019-08-07T17:42:17.766,0.3,0.3
0.7077866019296739,0.27969120341511433,false,NaN,initialization,2019-08-07T17:42:17.766,0.3,0.3
0.6316026669596426,0.4002058424726081,false,NaN,initialization,2019-08-07T17:42:17.766,0.3,0.3
0.4696224701485211,0.43393471108131687,false,NaN,initialization,2019-08-07T17:42:17.766,0.3,0.3
0.49979061136483105,0.5517009387428655,false,NaN,initialization,2019-08-07T17:42:17.766,0.3,0.3
0.5,0.5,false,NaN,initialization,2019-08-07T17:42:17.767,0.4,0.4
0.67860673837591,0.7064599583577783,false,NaN,initialization,2019-08-07T17:42:17.767,0.4,0.4
0.9725701774456323,0.4736975274255192,false,NaN,initialization,2019-08-07T17:42:17.767,0.4,0.4
0.9753033225338241,0.22422197544307598,false,NaN,initialization,2019-08-07T17:42:17.767,0.4,0.4
0.8924936598912279,0.3000997338027159,false,NaN,initialization,2019-08-07T17:42:17.767,0.4,0.4
0.9416630059042088,0.3041016192776795,false,NaN,initialization,2019-08-07T17:42:17.767,0.4,0.4
0.9329384406706688,0.31899633410217837,false,NaN,initialization,2019-08-07T17:42:17.767,0.4,0.4
0.5869407632313371,0.6141259174166552,false,NaN,initialization,2019-08-07T17:42:17.767,0.4,0.4
0.34742614162666086,0.6467594471518796,false,NaN,initialization,2019-08-07T17:42:17.767,0.4,0.4
0.244881830828844,0.6121832025443967,false,NaN,initialization,2019-08-07T17:42:17.767,0.4,0.4
0.5,0.5,false,NaN,initialization,2019-08-07T17:42:17.767,0.5,0.5
0.9797136235477781,0.7617117638812516,false,NaN,initialization,2019-08-07T17:42:17.767,0.5,0.5
0.7298331655530126,0.7696025976242906,false,NaN,initialization,2019-08-07T17:42:17.767,0.5,0.5
0.8481082536761811,0.40899793839736887,false,NaN,initialization,2019-08-07T17:42:17.767,0.5,0.5
0.8872443384328134,0.7224328477912774,false,NaN,initialization,2019-08-07T17:42:17.767,0.5,0.5
0.5294410694165881,0.8006738123447249,false,NaN,initialization,2019-08-07T17:42:17.767,0.5,0.5
0.2571633569642756,0.8413948426687522,false,NaN,initialization,2019-08-07T17:42:17.767,0.5,0.5
