x,y,measured,cost,technique,date_requested,date_measured,name
0.44775443556899464,0.5149077053808034,false,NaN,initialization,2019-08-21T18:27:55.275,2019-08-21T18:27:55.275,"mu:0.5,sig:0.08"
0.5474114549667609,0.4921141833917829,false,NaN,initialization,2019-08-21T18:27:55.275,2019-08-21T18:27:55.275,"mu:0.5,sig:0.08"
0.6125800093618128,0.49244338311297103,false,NaN,initialization,2019-08-21T18:27:55.275,2019-08-21T18:27:55.275,"mu:0.5,sig:0.08"
0.4339294009486997,0.5877215515670238,false,NaN,initialization,2019-08-21T18:27:55.275,2019-08-21T18:27:55.275,"mu:0.5,sig:0.08"
0.33918039958780466,0.550794879080646,false,NaN,initialization,2019-08-21T18:27:55.275,2019-08-21T18:27:55.275,"mu:0.5,sig:0.08"
0.5714081839065032,0.6723579430802941,false,NaN,initialization,2019-08-21T18:27:55.275,2019-08-21T18:27:55.275,"mu:0.5,sig:0.08"
0.4704064083479057,0.5979824720233389,false,NaN,initialization,2019-08-21T18:27:55.275,2019-08-21T18:27:55.275,"mu:0.5,sig:0.08"
0.3484101024143335,0.46708244745011673,false,NaN,initialization,2019-08-21T18:27:55.275,2019-08-21T18:27:55.275,"mu:0.5,sig:0.08"
0.40307189262325516,0.604114023645494,false,NaN,initialization,2019-08-21T18:27:55.275,2019-08-21T18:27:55.275,"mu:0.5,sig:0.08"
0.42014591294989095,0.4060159245812307,false,NaN,initialization,2019-08-21T18:27:55.275,2019-08-21T18:27:55.275,"mu:0.5,sig:0.08"
0.4509804031737082,0.5129928817831337,false,NaN,initialization,2019-08-21T18:27:55.275,2019-08-21T18:27:55.275,"mu:0.5,sig:0.08"
0.6720998446903935,0.4763682940167039,false,NaN,initialization,2019-08-21T18:27:55.275,2019-08-21T18:27:55.275,"mu:0.5,sig:0.08"
0.39468402721835755,0.5301438708903602,false,NaN,initialization,2019-08-21T18:27:55.275,2019-08-21T18:27:55.275,"mu:0.5,sig:0.08"
0.485097135655292,0.4941644932186873,false,NaN,initialization,2019-08-21T18:27:55.275,2019-08-21T18:27:55.275,"mu:0.5,sig:0.08"
0.47399137153639026,0.47521133289797596,false,NaN,initialization,2019-08-21T18:27:55.275,2019-08-21T18:27:55.275,"mu:0.5,sig:0.08"
0.46626908917474197,0.3924801164191313,false,NaN,initialization,2019-08-21T18:27:55.275,2019-08-21T18:27:55.275,"mu:0.5,sig:0.08"
0.5030627630144049,0.4125164528260348,false,NaN,initialization,2019-08-21T18:27:55.275,2019-08-21T18:27:55.275,"mu:0.5,sig:0.08"
0.4784631066147148,0.44856438986263847,false,NaN,initialization,2019-08-21T18:27:55.275,2019-08-21T18:27:55.275,"mu:0.5,sig:0.08"
0.3154239124950694,0.4686662489029759,false,NaN,initialization,2019-08-21T18:27:55.275,2019-08-21T18:27:55.275,"mu:0.5,sig:0.08"
0.5262728463836437,0.5286213204673519,false,NaN,initialization,2019-08-21T18:27:55.275,2019-08-21T18:27:55.275,"mu:0.5,sig:0.08"
0.4912307754282413,0.4082191038772779,false,NaN,initialization,2019-08-21T18:27:55.275,2019-08-21T18:27:55.275,"mu:0.5,sig:0.08"
