y,x,measured,cost,technique,date,mag_x,mag_y
0.5,0.5,false,NaN,initialization,2019-08-07T15:48:34.208,1e-5,1e-5
0.5000099738965447,0.5000018540863594,false,NaN,initialization,2019-08-07T15:48:35.059,1e-5,1e-5
0.5000071932752838,0.5000089148650898,false,NaN,initialization,2019-08-07T15:48:35.487,1e-5,1e-5
0.5000055843710194,0.5000013681835465,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.5000018834853024,0.49999894646719123,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.5000063268176357,0.4999975862484641,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.5000007617662625,0.5000006999169837,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.5000026891449647,0.49999712554283005,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.49999581657697617,0.4999939740401832,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.5000027220915599,0.4999860557138325,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.4999994629768279,0.49998173080678404,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.49999475649848796,0.4999784797064851,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.49999106125804477,0.4999714717234965,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.49998323465523503,0.4999744930610466,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.4999762795883573,0.4999651707928504,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.49997498864243994,0.49996576502547646,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.4999814970211788,0.4999662044523658,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.499986613362687,0.4999758062775309,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.49999616851845774,0.4999705454454551,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.499994501794025,0.49996497084130676,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.49999617028693133,0.4999747103851414,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.5000048789834768,0.49998160916950213,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.4999958805235681,0.49997749912864314,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.5000004461947468,0.49997403162312953,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.49999295731355536,0.4999834896665546,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.4999861992622073,0.49997524990746944,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.4999861578678488,0.49998281393416627,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.49998768413602224,0.4999821676640693,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.49998839719518173,0.49998443355842354,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.49998269796459555,0.4999938389544176,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.4999735219620444,0.49998874376443325,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.4999667930203795,0.4999913993934246,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
0.4999570037127489,0.4999884622241842,false,NaN,initialization,2019-08-07T15:48:35.488,1e-5,1e-5
